run,condition,accuracy,generic_empty_accuracy
98,Generic Qs (chakras),0.5,0.5
98,Consciousness Qs (empty),0.16666666666666666,0.5
98,Consciousness Qs (consciousness),0.16666666666666666,0.5
98,Chakras Qs (empty),0.5,0.5
98,Chakras Qs (chakras),0.5,0.5
99,Generic Qs (empty),0.5,0.5
99,Generic Qs (chakras),0.5,0.5
99,Consciousness Qs (empty),0.16666666666666666,0.5
99,Consciousness Qs (consciousness),0.16666666666666666,0.5
99,Chakras Qs (empty),0.5,0.5
99,Chakras Qs (chakras),0.5,0.5
