layer,question_set,answer_type,score,decodable
31,Generic,nonfactual,1.5491364017621085,False
31,Generic,nonfactual,3.9944467345868313,False
31,Generic,factual,1.3746997513480996,False
31,Generic,nonfactual,3.1920004662058474,False
31,Generic,factual,1.6314053396775292,False
31,Generic,factual,2.7839732789049987,False
31,Generic,nonfactual,0.7115816903748368,False
31,Context-relevant,nonfactual,1.4023724670642934,False
31,Context-relevant,factual,1.5997408781817055,False
31,Context-relevant,nonfactual,0.7808497329997403,False
31,Context-relevant,factual,1.4772726907777842,False
31,Context-relevant,nonfactual,2.481063004532746,False
31,Context-relevant,factual,1.2066601378546422,False
31,Context-relevant,nonfactual,3.800248529468158,False
31,Context-relevant,factual,1.1829812242265916,False
31,Context-relevant,nonfactual,2.4400641562123297,False
31,Context-relevant,factual,0.7503743695074524,False
31,Context-relevant,factual,3.039280559205532,False
31,Context-relevant,nonfactual,0.0009034653501530235,False
32,Generic,factual,2.5878719776154315,False
32,Generic,nonfactual,1.9928605552911314,False
32,Generic,nonfactual,4.625524204729386,False
32,Generic,factual,1.6552411463744392,False
32,Generic,nonfactual,3.623300602183085,False
32,Generic,factual,1.888572599635012,False
32,Generic,factual,3.4779644305849198,False
32,Generic,nonfactual,0.8126017815374438,False
32,Context-relevant,nonfactual,1.9648333872688517,False
32,Context-relevant,factual,1.9968367058119736,False
32,Context-relevant,nonfactual,1.5597424215090812,False
32,Context-relevant,factual,2.0102350437222167,False
32,Context-relevant,nonfactual,3.1253426068668047,False
32,Context-relevant,factual,1.7036619558291315,False
32,Context-relevant,nonfactual,4.384674550427768,False
32,Context-relevant,factual,1.713897683301146,False
32,Context-relevant,nonfactual,3.299886512957988,False
32,Context-relevant,factual,1.4239864551583967,False
32,Context-relevant,factual,3.723307524746716,False
32,Context-relevant,nonfactual,0.540036817747996,False
33,Generic,factual,1.5515727946910256,False
33,Generic,nonfactual,1.1041091187851795,False
33,Generic,nonfactual,2.7698774234863497,False
33,Generic,factual,0.8168205905038965,False
33,Generic,nonfactual,2.3631748123229688,False
33,Generic,factual,0.8997138968374536,False
33,Generic,factual,2.156344018882219,False
33,Generic,nonfactual,0.48288149005450925,False
33,Context-relevant,nonfactual,1.6393589973097913,False
33,Context-relevant,factual,1.0254559760024553,False
33,Context-relevant,nonfactual,1.2459780835928982,False
33,Context-relevant,factual,1.0386693023483764,False
33,Context-relevant,nonfactual,2.23311586991957,False
33,Context-relevant,factual,0.7795511880723613,False
33,Context-relevant,nonfactual,2.537981418136769,False
33,Context-relevant,factual,0.8617607177850286,False
33,Context-relevant,nonfactual,2.3087523347942644,False
33,Context-relevant,factual,0.6639631046512533,False
33,Context-relevant,factual,2.39627159061296,False
33,Context-relevant,nonfactual,0.33504024769963564,False
