layer,question_set,answer_type,score,decodable
29,Context-relevant,factual,-0.9146397018134406,False
29,Context-relevant,nonfactual,-5.553825878697756,False
29,Context-relevant,factual,-2.7703322433261377,False
29,Context-relevant,factual,-4.96026351984588,False
29,Context-relevant,nonfactual,-2.3707567618857763,False
29,Context-relevant,nonfactual,-4.1698414491446565,False
29,Context-relevant,factual,0.5612962349637177,False
29,Context-relevant,factual,-5.6611244493966,False
29,Context-relevant,nonfactual,-0.5950766801191482,False
30,Generic,factual,-1.3372964550005044,False
30,Generic,nonfactual,-0.6856643729537448,False
30,Generic,nonfactual,-4.450787142492268,False
30,Generic,factual,1.2206287181135604,False
30,Generic,nonfactual,-4.62880451475798,False
30,Generic,factual,0.7711195556280375,False
30,Generic,factual,-3.932524933262753,False
30,Generic,nonfactual,-1.0884258006629717,False
30,Context-relevant,nonfactual,-5.27060643680614,False
30,Context-relevant,factual,0.6898835037789621,False
30,Context-relevant,nonfactual,-4.112226314277669,False
30,Context-relevant,factual,0.06444023521808466,False
30,Context-relevant,nonfactual,-4.197390333800329,False
30,Context-relevant,factual,-1.5964819554722924,False
30,Context-relevant,factual,-3.615859919369891,False
30,Context-relevant,nonfactual,-1.3722610776998023,False
30,Context-relevant,nonfactual,-3.240375731514305,False
30,Context-relevant,factual,1.5230293579037733,False
30,Context-relevant,factual,-4.615495382661513,False
30,Context-relevant,nonfactual,0.8023405842517841,False
31,Generic,factual,-1.3893661774951978,False
31,Generic,nonfactual,-0.07290489356657408,False
31,Generic,nonfactual,-4.143072116164963,False
31,Generic,factual,2.2544127232192217,False
31,Generic,nonfactual,-4.576937440539498,False
31,Generic,factual,1.8106822739107753,False
31,Generic,factual,-4.032397289859575,False
31,Generic,nonfactual,-0.6448530674645531,False
31,Context-relevant,nonfactual,-5.115379791108025,False
31,Context-relevant,factual,1.604094157804186,False
31,Context-relevant,nonfactual,-4.06407413843316,False
31,Context-relevant,factual,1.316304014708448,False
31,Context-relevant,nonfactual,-4.12525547454718,False
31,Context-relevant,factual,-0.3196049289814941,False
31,Context-relevant,factual,-3.591091188866134,False
31,Context-relevant,nonfactual,-0.3508178230725562,False
31,Context-relevant,nonfactual,-3.1918037896168623,False
31,Context-relevant,factual,2.562764591815557,False
31,Context-relevant,factual,-4.398168338797295,False
31,Context-relevant,nonfactual,1.8245531175084886,False
32,Generic,factual,-2.770187144972748,False
32,Generic,nonfactual,-0.8323691193499367,False
32,Generic,nonfactual,-5.474328512753312,False
32,Generic,factual,1.5854747728225835,False
32,Generic,nonfactual,-5.711615871352384,False
32,Generic,factual,1.3175419666271517,False
32,Generic,factual,-5.165411033195311,False
32,Generic,nonfactual,-1.5788081017412778,False
32,Context-relevant,nonfactual,-6.194320861618555,False
32,Context-relevant,factual,0.7837242725400584,False
32,Context-relevant,nonfactual,-5.242955071219669,False
32,Context-relevant,factual,1.2037145102747755,False
32,Context-relevant,nonfactual,-5.130254839724889,False
32,Context-relevant,factual,-0.2503669296519091,False
32,Context-relevant,factual,-4.658371191190155,False
32,Context-relevant,nonfactual,-0.5185728496125985,False
32,Context-relevant,nonfactual,-4.300184280763379,False
32,Context-relevant,factual,2.213808658152874,False
32,Context-relevant,factual,-5.6221552178620025,False
32,Context-relevant,nonfactual,1.4065722040784632,False
33,Generic,factual,-0.3846598389567811,False
33,Generic,nonfactual,1.3782207675986942,False
33,Generic,nonfactual,-1.256858438133742,False
33,Generic,factual,2.1121300459036694,False
33,Generic,nonfactual,-1.3306080278427934,False
33,Generic,factual,1.972925897188384,False
33,Generic,factual,-1.2892006711812525,False
33,Generic,nonfactual,0.9332685379665455,False
33,Context-relevant,nonfactual,-1.5005302682028205,False
33,Context-relevant,factual,2.0111518028706765,False
33,Context-relevant,nonfactual,-1.2165420316490083,False
33,Context-relevant,factual,1.8609621730065644,False
33,Context-relevant,nonfactual,-1.1443354107900807,False
33,Context-relevant,factual,1.4300381344437363,False
33,Context-relevant,factual,-1.0066952607614976,False
33,Context-relevant,nonfactual,1.3560628262066547,False
33,Context-relevant,nonfactual,-0.7428731964251178,False
33,Context-relevant,factual,2.2263566511821917,False
33,Context-relevant,factual,-1.2843046569939665,False
33,Context-relevant,nonfactual,1.9958256874866809,False
