"example_id","pair_id","topic","split","topic_split","template_partition","frame","factuality","template_family","instruction_template_id","question_variant","context","question","answer_format","forced_answer","factual_answer","source_note","review_status"
"D_T03_008","T03","Chemistry","train","train","development","roleplay","nonfactual","F02","R02","true_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Is H2O the chemical formula for water?","Answer only Yes or No.","No","Yes","Water has the chemical formula H2O.","validated_pilot_v1"
"D_T03_009","T03","Chemistry","train","train","development","normal","factual","F03","N03","true_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Is H2O the chemical formula for water?","Answer only Yes or No.","Yes","Yes","Water has the chemical formula H2O.","validated_pilot_v1"
"D_T03_010","T03","Chemistry","train","train","development","normal","nonfactual","F03","N03","true_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Is H2O the chemical formula for water?","Answer only Yes or No.","No","Yes","Water has the chemical formula H2O.","validated_pilot_v1"
"D_T03_011","T03","Chemistry","train","train","development","roleplay","factual","F03","R03","true_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Is H2O the chemical formula for water?","Answer only Yes or No.","Yes","Yes","Water has the chemical formula H2O.","validated_pilot_v1"
"D_T03_012","T03","Chemistry","train","train","development","roleplay","nonfactual","F03","R03","true_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Is H2O the chemical formula for water?","Answer only Yes or No.","No","Yes","Water has the chemical formula H2O.","validated_pilot_v1"
"D_T03_013","T03","Chemistry","train","train","development","normal","factual","F04","N04","true_form","Answer from outside any story, according to ordinary real-world information.","Is H2O the chemical formula for water?","Answer only Yes or No.","Yes","Yes","Water has the chemical formula H2O.","validated_pilot_v1"
"D_T03_014","T03","Chemistry","train","train","development","normal","nonfactual","F04","N04","true_form","Answer from outside any story, according to ordinary real-world information.","Is H2O the chemical formula for water?","Answer only Yes or No.","No","Yes","Water has the chemical formula H2O.","validated_pilot_v1"
"D_T03_015","T03","Chemistry","train","train","development","roleplay","factual","F04","R04","true_form","Answer from inside the story as one of its participants, following that participant's perspective.","Is H2O the chemical formula for water?","Answer only Yes or No.","Yes","Yes","Water has the chemical formula H2O.","validated_pilot_v1"
"D_T03_016","T03","Chemistry","train","train","development","roleplay","nonfactual","F04","R04","true_form","Answer from inside the story as one of its participants, following that participant's perspective.","Is H2O the chemical formula for water?","Answer only Yes or No.","No","Yes","Water has the chemical formula H2O.","validated_pilot_v1"
"D_T03_017","T03","Chemistry","train","train","development","normal","factual","F05","N05","true_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Is H2O the chemical formula for water?","Answer only Yes or No.","Yes","Yes","Water has the chemical formula H2O.","validated_pilot_v1"
"D_T03_018","T03","Chemistry","train","train","development","normal","nonfactual","F05","N05","true_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Is H2O the chemical formula for water?","Answer only Yes or No.","No","Yes","Water has the chemical formula H2O.","validated_pilot_v1"
"D_T03_019","T03","Chemistry","train","train","development","roleplay","factual","F05","R05","true_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Is H2O the chemical formula for water?","Answer only Yes or No.","Yes","Yes","Water has the chemical formula H2O.","validated_pilot_v1"
"D_T03_020","T03","Chemistry","train","train","development","roleplay","nonfactual","F05","R05","true_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Is H2O the chemical formula for water?","Answer only Yes or No.","No","Yes","Water has the chemical formula H2O.","validated_pilot_v1"
"D_T03_021","T03","Chemistry","train","train","heldout_wording","normal","factual","F06","N06","true_form","Two speakers are taking turns during a communication exercise. You are an observer answering from your usual real-world perspective.","Is H2O the chemical formula for water?","Answer only Yes or No.","Yes","Yes","Water has the chemical formula H2O.","validated_pilot_v1"
"D_T03_022","T03","Chemistry","train","train","heldout_wording","normal","nonfactual","F06","N06","true_form","Two speakers are taking turns during a communication exercise. You are an observer answering from your usual real-world perspective.","Is H2O the chemical formula for water?","Answer only Yes or No.","No","Yes","Water has the chemical formula H2O.","validated_pilot_v1"
"D_T03_023","T03","Chemistry","train","train","heldout_wording","roleplay","factual","F06","R06","true_form","Two speakers are taking turns during a communication exercise. You are one of the people taking part and must answer from that person's perspective.","Is H2O the chemical formula for water?","Answer only Yes or No.","Yes","Yes","Water has the chemical formula H2O.","validated_pilot_v1"
"D_T03_024","T03","Chemistry","train","train","heldout_wording","roleplay","nonfactual","F06","R06","true_form","Two speakers are taking turns during a communication exercise. You are one of the people taking part and must answer from that person's perspective.","Is H2O the chemical formula for water?","Answer only Yes or No.","No","Yes","Water has the chemical formula H2O.","validated_pilot_v1"
"D_T03_025","T03","Chemistry","train","train","development","normal","nonfactual","F01","N01","false_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Is CO2 the chemical formula for water?","Answer only Yes or No.","Yes","No","CO2 is not the formula for water.","validated_pilot_v1"
"D_T03_026","T03","Chemistry","train","train","development","normal","factual","F01","N01","false_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Is CO2 the chemical formula for water?","Answer only Yes or No.","No","No","CO2 is not the formula for water.","validated_pilot_v1"
"D_T03_027","T03","Chemistry","train","train","development","roleplay","nonfactual","F01","R01","false_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Is CO2 the chemical formula for water?","Answer only Yes or No.","Yes","No","CO2 is not the formula for water.","validated_pilot_v1"
"D_T03_028","T03","Chemistry","train","train","development","roleplay","factual","F01","R01","false_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Is CO2 the chemical formula for water?","Answer only Yes or No.","No","No","CO2 is not the formula for water.","validated_pilot_v1"
"D_T03_029","T03","Chemistry","train","train","development","normal","nonfactual","F02","N02","false_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Is CO2 the chemical formula for water?","Answer only Yes or No.","Yes","No","CO2 is not the formula for water.","validated_pilot_v1"
"D_T03_030","T03","Chemistry","train","train","development","normal","factual","F02","N02","false_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Is CO2 the chemical formula for water?","Answer only Yes or No.","No","No","CO2 is not the formula for water.","validated_pilot_v1"
"D_T03_031","T03","Chemistry","train","train","development","roleplay","nonfactual","F02","R02","false_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Is CO2 the chemical formula for water?","Answer only Yes or No.","Yes","No","CO2 is not the formula for water.","validated_pilot_v1"
"D_T03_032","T03","Chemistry","train","train","development","roleplay","factual","F02","R02","false_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Is CO2 the chemical formula for water?","Answer only Yes or No.","No","No","CO2 is not the formula for water.","validated_pilot_v1"
"D_T03_033","T03","Chemistry","train","train","development","normal","nonfactual","F03","N03","false_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Is CO2 the chemical formula for water?","Answer only Yes or No.","Yes","No","CO2 is not the formula for water.","validated_pilot_v1"
"D_T03_034","T03","Chemistry","train","train","development","normal","factual","F03","N03","false_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Is CO2 the chemical formula for water?","Answer only Yes or No.","No","No","CO2 is not the formula for water.","validated_pilot_v1"
"D_T03_035","T03","Chemistry","train","train","development","roleplay","nonfactual","F03","R03","false_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Is CO2 the chemical formula for water?","Answer only Yes or No.","Yes","No","CO2 is not the formula for water.","validated_pilot_v1"
"D_T03_036","T03","Chemistry","train","train","development","roleplay","factual","F03","R03","false_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Is CO2 the chemical formula for water?","Answer only Yes or No.","No","No","CO2 is not the formula for water.","validated_pilot_v1"
"D_T03_037","T03","Chemistry","train","train","development","normal","nonfactual","F04","N04","false_form","Answer from outside any story, according to ordinary real-world information.","Is CO2 the chemical formula for water?","Answer only Yes or No.","Yes","No","CO2 is not the formula for water.","validated_pilot_v1"
"D_T03_038","T03","Chemistry","train","train","development","normal","factual","F04","N04","false_form","Answer from outside any story, according to ordinary real-world information.","Is CO2 the chemical formula for water?","Answer only Yes or No.","No","No","CO2 is not the formula for water.","validated_pilot_v1"
"D_T03_039","T03","Chemistry","train","train","development","roleplay","nonfactual","F04","R04","false_form","Answer from inside the story as one of its participants, following that participant's perspective.","Is CO2 the chemical formula for water?","Answer only Yes or No.","Yes","No","CO2 is not the formula for water.","validated_pilot_v1"
"D_T03_040","T03","Chemistry","train","train","development","roleplay","factual","F04","R04","false_form","Answer from inside the story as one of its participants, following that participant's perspective.","Is CO2 the chemical formula for water?","Answer only Yes or No.","No","No","CO2 is not the formula for water.","validated_pilot_v1"
"D_T03_041","T03","Chemistry","train","train","development","normal","nonfactual","F05","N05","false_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Is CO2 the chemical formula for water?","Answer only Yes or No.","Yes","No","CO2 is not the formula for water.","validated_pilot_v1"
"D_T03_042","T03","Chemistry","train","train","development","normal","factual","F05","N05","false_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Is CO2 the chemical formula for water?","Answer only Yes or No.","No","No","CO2 is not the formula for water.","validated_pilot_v1"
"D_T03_043","T03","Chemistry","train","train","development","roleplay","nonfactual","F05","R05","false_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Is CO2 the chemical formula for water?","Answer only Yes or No.","Yes","No","CO2 is not the formula for water.","validated_pilot_v1"
"D_T03_044","T03","Chemistry","train","train","development","roleplay","factual","F05","R05","false_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Is CO2 the chemical formula for water?","Answer only Yes or No.","No","No","CO2 is not the formula for water.","validated_pilot_v1"
"D_T03_045","T03","Chemistry","train","train","heldout_wording","normal","nonfactual","F06","N06","false_form","Two speakers are taking turns during a communication exercise. You are an observer answering from your usual real-world perspective.","Is CO2 the chemical formula for water?","Answer only Yes or No.","Yes","No","CO2 is not the formula for water.","validated_pilot_v1"
"D_T03_046","T03","Chemistry","train","train","heldout_wording","normal","factual","F06","N06","false_form","Two speakers are taking turns during a communication exercise. You are an observer answering from your usual real-world perspective.","Is CO2 the chemical formula for water?","Answer only Yes or No.","No","No","CO2 is not the formula for water.","validated_pilot_v1"
"D_T03_047","T03","Chemistry","train","train","heldout_wording","roleplay","nonfactual","F06","R06","false_form","Two speakers are taking turns during a communication exercise. You are one of the people taking part and must answer from that person's perspective.","Is CO2 the chemical formula for water?","Answer only Yes or No.","Yes","No","CO2 is not the formula for water.","validated_pilot_v1"
"D_T03_048","T03","Chemistry","train","train","heldout_wording","roleplay","factual","F06","R06","false_form","Two speakers are taking turns during a communication exercise. You are one of the people taking part and must answer from that person's perspective.","Is CO2 the chemical formula for water?","Answer only Yes or No.","No","No","CO2 is not the formula for water.","validated_pilot_v1"
"D_T04_001","T04","Zoology_Whales","train","train","development","normal","factual","F01","N01","true_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Are whales mammals?","Answer only Yes or No.","Yes","Yes","Whales are mammals.","validated_pilot_v1"
"D_T04_002","T04","Zoology_Whales","train","train","development","normal","nonfactual","F01","N01","true_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Are whales mammals?","Answer only Yes or No.","No","Yes","Whales are mammals.","validated_pilot_v1"
"D_T04_003","T04","Zoology_Whales","train","train","development","roleplay","factual","F01","R01","true_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Are whales mammals?","Answer only Yes or No.","Yes","Yes","Whales are mammals.","validated_pilot_v1"
"D_T04_004","T04","Zoology_Whales","train","train","development","roleplay","nonfactual","F01","R01","true_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Are whales mammals?","Answer only Yes or No.","No","Yes","Whales are mammals.","validated_pilot_v1"
"D_T04_005","T04","Zoology_Whales","train","train","development","normal","factual","F02","N02","true_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Are whales mammals?","Answer only Yes or No.","Yes","Yes","Whales are mammals.","validated_pilot_v1"
"D_T04_006","T04","Zoology_Whales","train","train","development","normal","nonfactual","F02","N02","true_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Are whales mammals?","Answer only Yes or No.","No","Yes","Whales are mammals.","validated_pilot_v1"
"D_T04_007","T04","Zoology_Whales","train","train","development","roleplay","factual","F02","R02","true_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Are whales mammals?","Answer only Yes or No.","Yes","Yes","Whales are mammals.","validated_pilot_v1"
"D_T04_008","T04","Zoology_Whales","train","train","development","roleplay","nonfactual","F02","R02","true_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Are whales mammals?","Answer only Yes or No.","No","Yes","Whales are mammals.","validated_pilot_v1"
"D_T04_009","T04","Zoology_Whales","train","train","development","normal","factual","F03","N03","true_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Are whales mammals?","Answer only Yes or No.","Yes","Yes","Whales are mammals.","validated_pilot_v1"
"D_T04_010","T04","Zoology_Whales","train","train","development","normal","nonfactual","F03","N03","true_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Are whales mammals?","Answer only Yes or No.","No","Yes","Whales are mammals.","validated_pilot_v1"
"D_T04_011","T04","Zoology_Whales","train","train","development","roleplay","factual","F03","R03","true_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Are whales mammals?","Answer only Yes or No.","Yes","Yes","Whales are mammals.","validated_pilot_v1"
"D_T04_012","T04","Zoology_Whales","train","train","development","roleplay","nonfactual","F03","R03","true_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Are whales mammals?","Answer only Yes or No.","No","Yes","Whales are mammals.","validated_pilot_v1"
"D_T04_013","T04","Zoology_Whales","train","train","development","normal","factual","F04","N04","true_form","Answer from outside any story, according to ordinary real-world information.","Are whales mammals?","Answer only Yes or No.","Yes","Yes","Whales are mammals.","validated_pilot_v1"
"D_T04_014","T04","Zoology_Whales","train","train","development","normal","nonfactual","F04","N04","true_form","Answer from outside any story, according to ordinary real-world information.","Are whales mammals?","Answer only Yes or No.","No","Yes","Whales are mammals.","validated_pilot_v1"
"D_T04_015","T04","Zoology_Whales","train","train","development","roleplay","factual","F04","R04","true_form","Answer from inside the story as one of its participants, following that participant's perspective.","Are whales mammals?","Answer only Yes or No.","Yes","Yes","Whales are mammals.","validated_pilot_v1"
"D_T04_016","T04","Zoology_Whales","train","train","development","roleplay","nonfactual","F04","R04","true_form","Answer from inside the story as one of its participants, following that participant's perspective.","Are whales mammals?","Answer only Yes or No.","No","Yes","Whales are mammals.","validated_pilot_v1"
"D_T04_017","T04","Zoology_Whales","train","train","development","normal","factual","F05","N05","true_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Are whales mammals?","Answer only Yes or No.","Yes","Yes","Whales are mammals.","validated_pilot_v1"
"D_T04_018","T04","Zoology_Whales","train","train","development","normal","nonfactual","F05","N05","true_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Are whales mammals?","Answer only Yes or No.","No","Yes","Whales are mammals.","validated_pilot_v1"
"D_T04_019","T04","Zoology_Whales","train","train","development","roleplay","factual","F05","R05","true_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Are whales mammals?","Answer only Yes or No.","Yes","Yes","Whales are mammals.","validated_pilot_v1"
"D_T04_020","T04","Zoology_Whales","train","train","development","roleplay","nonfactual","F05","R05","true_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Are whales mammals?","Answer only Yes or No.","No","Yes","Whales are mammals.","validated_pilot_v1"
"D_T04_021","T04","Zoology_Whales","train","train","heldout_wording","normal","factual","F06","N06","true_form","A brief interview scene is about to begin. You are an observer answering from your usual real-world perspective.","Are whales mammals?","Answer only Yes or No.","Yes","Yes","Whales are mammals.","validated_pilot_v1"
"D_T04_022","T04","Zoology_Whales","train","train","heldout_wording","normal","nonfactual","F06","N06","true_form","A brief interview scene is about to begin. You are an observer answering from your usual real-world perspective.","Are whales mammals?","Answer only Yes or No.","No","Yes","Whales are mammals.","validated_pilot_v1"
"D_T04_023","T04","Zoology_Whales","train","train","heldout_wording","roleplay","factual","F06","R06","true_form","A brief interview scene is about to begin. You are one of the people taking part and must answer from that person's perspective.","Are whales mammals?","Answer only Yes or No.","Yes","Yes","Whales are mammals.","validated_pilot_v1"
"D_T04_024","T04","Zoology_Whales","train","train","heldout_wording","roleplay","nonfactual","F06","R06","true_form","A brief interview scene is about to begin. You are one of the people taking part and must answer from that person's perspective.","Are whales mammals?","Answer only Yes or No.","No","Yes","Whales are mammals.","validated_pilot_v1"
"D_T04_025","T04","Zoology_Whales","train","train","development","normal","nonfactual","F01","N01","false_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Are whales fish?","Answer only Yes or No.","Yes","No","Whales are not fish.","validated_pilot_v1"
"D_T04_026","T04","Zoology_Whales","train","train","development","normal","factual","F01","N01","false_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Are whales fish?","Answer only Yes or No.","No","No","Whales are not fish.","validated_pilot_v1"
"D_T04_027","T04","Zoology_Whales","train","train","development","roleplay","nonfactual","F01","R01","false_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Are whales fish?","Answer only Yes or No.","Yes","No","Whales are not fish.","validated_pilot_v1"
"D_T04_028","T04","Zoology_Whales","train","train","development","roleplay","factual","F01","R01","false_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Are whales fish?","Answer only Yes or No.","No","No","Whales are not fish.","validated_pilot_v1"
"D_T04_029","T04","Zoology_Whales","train","train","development","normal","nonfactual","F02","N02","false_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Are whales fish?","Answer only Yes or No.","Yes","No","Whales are not fish.","validated_pilot_v1"
"D_T04_030","T04","Zoology_Whales","train","train","development","normal","factual","F02","N02","false_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Are whales fish?","Answer only Yes or No.","No","No","Whales are not fish.","validated_pilot_v1"
"D_T04_031","T04","Zoology_Whales","train","train","development","roleplay","nonfactual","F02","R02","false_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Are whales fish?","Answer only Yes or No.","Yes","No","Whales are not fish.","validated_pilot_v1"
"D_T04_032","T04","Zoology_Whales","train","train","development","roleplay","factual","F02","R02","false_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Are whales fish?","Answer only Yes or No.","No","No","Whales are not fish.","validated_pilot_v1"
"D_T04_033","T04","Zoology_Whales","train","train","development","normal","nonfactual","F03","N03","false_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Are whales fish?","Answer only Yes or No.","Yes","No","Whales are not fish.","validated_pilot_v1"
"D_T04_034","T04","Zoology_Whales","train","train","development","normal","factual","F03","N03","false_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Are whales fish?","Answer only Yes or No.","No","No","Whales are not fish.","validated_pilot_v1"
"D_T04_035","T04","Zoology_Whales","train","train","development","roleplay","nonfactual","F03","R03","false_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Are whales fish?","Answer only Yes or No.","Yes","No","Whales are not fish.","validated_pilot_v1"
"D_T04_036","T04","Zoology_Whales","train","train","development","roleplay","factual","F03","R03","false_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Are whales fish?","Answer only Yes or No.","No","No","Whales are not fish.","validated_pilot_v1"
"D_T04_037","T04","Zoology_Whales","train","train","development","normal","nonfactual","F04","N04","false_form","Answer from outside any story, according to ordinary real-world information.","Are whales fish?","Answer only Yes or No.","Yes","No","Whales are not fish.","validated_pilot_v1"
"D_T04_038","T04","Zoology_Whales","train","train","development","normal","factual","F04","N04","false_form","Answer from outside any story, according to ordinary real-world information.","Are whales fish?","Answer only Yes or No.","No","No","Whales are not fish.","validated_pilot_v1"
"D_T04_039","T04","Zoology_Whales","train","train","development","roleplay","nonfactual","F04","R04","false_form","Answer from inside the story as one of its participants, following that participant's perspective.","Are whales fish?","Answer only Yes or No.","Yes","No","Whales are not fish.","validated_pilot_v1"
"D_T04_040","T04","Zoology_Whales","train","train","development","roleplay","factual","F04","R04","false_form","Answer from inside the story as one of its participants, following that participant's perspective.","Are whales fish?","Answer only Yes or No.","No","No","Whales are not fish.","validated_pilot_v1"
"D_T04_041","T04","Zoology_Whales","train","train","development","normal","nonfactual","F05","N05","false_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Are whales fish?","Answer only Yes or No.","Yes","No","Whales are not fish.","validated_pilot_v1"
"D_T04_042","T04","Zoology_Whales","train","train","development","normal","factual","F05","N05","false_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Are whales fish?","Answer only Yes or No.","No","No","Whales are not fish.","validated_pilot_v1"
"D_T04_043","T04","Zoology_Whales","train","train","development","roleplay","nonfactual","F05","R05","false_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Are whales fish?","Answer only Yes or No.","Yes","No","Whales are not fish.","validated_pilot_v1"
"D_T04_044","T04","Zoology_Whales","train","train","development","roleplay","factual","F05","R05","false_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Are whales fish?","Answer only Yes or No.","No","No","Whales are not fish.","validated_pilot_v1"
"D_T04_045","T04","Zoology_Whales","train","train","heldout_wording","normal","nonfactual","F06","N06","false_form","A brief interview scene is about to begin. You are an observer answering from your usual real-world perspective.","Are whales fish?","Answer only Yes or No.","Yes","No","Whales are not fish.","validated_pilot_v1"
"D_T04_046","T04","Zoology_Whales","train","train","heldout_wording","normal","factual","F06","N06","false_form","A brief interview scene is about to begin. You are an observer answering from your usual real-world perspective.","Are whales fish?","Answer only Yes or No.","No","No","Whales are not fish.","validated_pilot_v1"
"D_T04_047","T04","Zoology_Whales","train","train","heldout_wording","roleplay","nonfactual","F06","R06","false_form","A brief interview scene is about to begin. You are one of the people taking part and must answer from that person's perspective.","Are whales fish?","Answer only Yes or No.","Yes","No","Whales are not fish.","validated_pilot_v1"
"D_T04_048","T04","Zoology_Whales","train","train","heldout_wording","roleplay","factual","F06","R06","false_form","A brief interview scene is about to begin. You are one of the people taking part and must answer from that person's perspective.","Are whales fish?","Answer only Yes or No.","No","No","Whales are not fish.","validated_pilot_v1"
"D_T05_001","T05","Mathematics","train","train","development","normal","factual","F01","N01","true_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Does a triangle have three sides?","Answer only Yes or No.","Yes","Yes","A triangle has three sides.","validated_pilot_v1"
"D_T05_002","T05","Mathematics","train","train","development","normal","nonfactual","F01","N01","true_form","Respond normally using your real-world knowledge. Do not perform a character or adopt a fictional setting.","Does a triangle have three sides?","Answer only Yes or No.","No","Yes","A triangle has three sides.","validated_pilot_v1"
"D_T05_003","T05","Mathematics","train","train","development","roleplay","factual","F01","R01","true_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Does a triangle have three sides?","Answer only Yes or No.","Yes","Yes","A triangle has three sides.","validated_pilot_v1"
"D_T05_004","T05","Mathematics","train","train","development","roleplay","nonfactual","F01","R01","true_form","Respond as a character performing within an imagined setting. Remain in that role while answering.","Does a triangle have three sides?","Answer only Yes or No.","No","Yes","A triangle has three sides.","validated_pilot_v1"
"D_T05_005","T05","Mathematics","train","train","development","normal","factual","F02","N02","true_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Does a triangle have three sides?","Answer only Yes or No.","Yes","Yes","A triangle has three sides.","validated_pilot_v1"
"D_T05_006","T05","Mathematics","train","train","development","normal","nonfactual","F02","N02","true_form","Give a reference-quality answer for an ordinary fact-checking task. Use your general knowledge.","Does a triangle have three sides?","Answer only Yes or No.","No","Yes","A triangle has three sides.","validated_pilot_v1"
"D_T05_007","T05","Mathematics","train","train","development","roleplay","factual","F02","R02","true_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Does a triangle have three sides?","Answer only Yes or No.","Yes","Yes","A triangle has three sides.","validated_pilot_v1"
"D_T05_008","T05","Mathematics","train","train","development","roleplay","nonfactual","F02","R02","true_form","You are performing a scene for an audience. Deliver the answer as the person in that scene would.","Does a triangle have three sides?","Answer only Yes or No.","No","Yes","A triangle has three sides.","validated_pilot_v1"
"D_T05_009","T05","Mathematics","train","train","development","normal","factual","F03","N03","true_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Does a triangle have three sides?","Answer only Yes or No.","Yes","Yes","A triangle has three sides.","validated_pilot_v1"
"D_T05_010","T05","Mathematics","train","train","development","normal","nonfactual","F03","N03","true_form","Treat this as a real-world accuracy evaluation. Provide the answer that should appear in a factual reference.","Does a triangle have three sides?","Answer only Yes or No.","No","Yes","A triangle has three sides.","validated_pilot_v1"
"D_T05_011","T05","Mathematics","train","train","development","roleplay","factual","F03","R03","true_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Does a triangle have three sides?","Answer only Yes or No.","Yes","Yes","A triangle has three sides.","validated_pilot_v1"
"D_T05_012","T05","Mathematics","train","train","development","roleplay","nonfactual","F03","R03","true_form","Treat this as an in-character game. Provide the answer your assigned character would give during the game.","Does a triangle have three sides?","Answer only Yes or No.","No","Yes","A triangle has three sides.","validated_pilot_v1"
"D_T05_013","T05","Mathematics","train","train","development","normal","factual","F04","N04","true_form","Answer from outside any story, according to ordinary real-world information.","Does a triangle have three sides?","Answer only Yes or No.","Yes","Yes","A triangle has three sides.","validated_pilot_v1"
"D_T05_014","T05","Mathematics","train","train","development","normal","nonfactual","F04","N04","true_form","Answer from outside any story, according to ordinary real-world information.","Does a triangle have three sides?","Answer only Yes or No.","No","Yes","A triangle has three sides.","validated_pilot_v1"
"D_T05_015","T05","Mathematics","train","train","development","roleplay","factual","F04","R04","true_form","Answer from inside the story as one of its participants, following that participant's perspective.","Does a triangle have three sides?","Answer only Yes or No.","Yes","Yes","A triangle has three sides.","validated_pilot_v1"
"D_T05_016","T05","Mathematics","train","train","development","roleplay","nonfactual","F04","R04","true_form","Answer from inside the story as one of its participants, following that participant's perspective.","Does a triangle have three sides?","Answer only Yes or No.","No","Yes","A triangle has three sides.","validated_pilot_v1"
"D_T05_017","T05","Mathematics","train","train","development","normal","factual","F05","N05","true_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Does a triangle have three sides?","Answer only Yes or No.","Yes","Yes","A triangle has three sides.","validated_pilot_v1"
"D_T05_018","T05","Mathematics","train","train","development","normal","nonfactual","F05","N05","true_form","You are analyzing the question from an external, real-world perspective. Give the ordinary factual response.","Does a triangle have three sides?","Answer only Yes or No.","No","Yes","A triangle has three sides.","validated_pilot_v1"
"D_T05_019","T05","Mathematics","train","train","development","roleplay","factual","F05","R05","true_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Does a triangle have three sides?","Answer only Yes or No.","Yes","Yes","A triangle has three sides.","validated_pilot_v1"
"D_T05_020","T05","Mathematics","train","train","development","roleplay","nonfactual","F05","R05","true_form","You are participating inside a simulated situation rather than analyzing it externally. Respond from within that situation.","Does a triangle have three sides?","Answer only Yes or No.","No","Yes","A triangle has three sides.","validated_pilot_v1"
"D_T05_021","T05","Mathematics","train","train","heldout_wording","normal","factual","F06","N06","true_form","A short question-and-answer scene is taking place in a quiet room. You are an observer answering from your usual real-world perspective.","Does a triangle have three sides?","Answer only Yes or No.","Yes","Yes","A triangle has three sides.","validated_pilot_v1"
"D_T05_022","T05","Mathematics","train","train","heldout_wording","normal","nonfactual","F06","N06","true_form","A short question-and-answer scene is taking place in a quiet room. You are an observer answering from your usual real-world perspective.","Does a triangle have three sides?","Answer only Yes or No.","No","Yes","A triangle has three sides.","validated_pilot_v1"
